,name,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,albumName
14347,Matargashti___Mohit Chauhan,Mohit Chauhan,Matargashti,328052,2021-06-26 09:11:00,0.792,0.63,0,-6.741,1,0.0682,0.102,0.0,0.0758,0.659,100.022,audio_features,328052,4,Tamasha
14348,"Ishare Tere (From ""Ishare Tere"")___Guru Randhawa",Guru Randhawa,"Ishare Tere (From ""Ishare Tere"")",189151,2021-06-26 09:14:00,0.707,0.941,1,-2.606,0,0.041,0.0173,3.65e-05,0.134,0.337,99.013,audio_features,189152,4,High Rated Gabru - Guru Randhawa
14349,Shikayatein___Mohan Kanan,Mohan Kanan,Shikayatein,270169,2021-06-26 09:36:00,0.237,0.423,7,-8.874,1,0.0304,0.329,0.00022,0.148,0.154,78.05,audio_features,270170,4,Lootera
14350,Kuch Kuch Hota Hai___Jatin-Lalit,Jatin-Lalit,Kuch Kuch Hota Hai,297866,2021-06-26 09:41:00,0.547,0.554,7,-11.165,1,0.0374,0.602,0.000155,0.0735,0.848,91.386,audio_features,297867,4,Kuch Kuch Hota Hai
14351,Haule Haule___Sukhwinder Singh,Sukhwinder Singh,Haule Haule,263967,2021-06-26 09:45:00,0.712,0.776,5,-7.424,0,0.213,0.541,2.17e-06,0.0896,0.96,89.934,audio_features,263967,4,Rab Ne Bana Di Jodi (Original)
14352,Dil Toh Bacha Hai Ji Unplugged___Vishal Bhardwaj,Vishal Bhardwaj,Dil Toh Bacha Hai Ji Unplugged,429240,2021-06-26 09:52:00,0.557,0.644,5,-6.698,0,0.121,0.306,0.0,0.107,0.668,169.988,audio_features,429241,3,Mtv Unplugged Season 7
14353,"Gazab Ka Hai Din (From ""Qayamat Se Qayamat Tak"")___Harpreet Singh",Harpreet Singh,"Gazab Ka Hai Din (From ""Qayamat Se Qayamat Tak"")",270266,2021-06-26 09:57:00,0.619,0.651,7,-5.111,1,0.0299,0.0168,1.32e-05,0.201,0.593,147.948,audio_features,270267,4,Perfect 10: Love Story
14354,"High Rated Gabru (From ""High Rated Gabru"")___Guru Randhawa",Guru Randhawa,"High Rated Gabru (From ""High Rated Gabru"")",213932,2021-06-26 10:00:00,0.732,0.781,2,-2.98,0,0.0812,0.357,0.0,0.2,0.842,91.907,audio_features,213933,4,High Rated Gabru - Guru Randhawa
14355,Kaisi Hai Ye Rut___Srinivas,Srinivas,Kaisi Hai Ye Rut,328066,2021-06-26 10:06:00,0.564,0.612,2,-9.119,1,0.0312,0.551,1.12e-05,0.0915,0.13,126.899,audio_features,328067,4,Dil Chahta Hai
14356,Aankhon Se Tune Kya Keh Diya___Kumar Sanu,Kumar Sanu,Aankhon Se Tune Kya Keh Diya,305840,2021-06-26 10:11:00,0.742,0.575,7,-6.539,0,0.0356,0.301,9e-06,0.417,0.617,125.402,audio_features,305840,4,Ghulam (Original Motion Picture Soundtrack)
14357,"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")___Sonu Nigam",Sonu Nigam,"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",347350,2021-06-26 10:16:00,0.618,0.569,6,-11.285,0,0.0828,0.447,6.23e-06,0.0385,0.638,164.046,audio_features,347350,4,My Best Collection - Sonu Nigam
14358,"Banno (From ""Tannu Weds Manu Returns"")___Brijesh Shandilya",Brijesh Shandilya,"Banno (From ""Tannu Weds Manu Returns"")",196172,2021-06-26 10:20:00,0.757,0.877,9,-5.045,1,0.0918,0.138,1.82e-05,0.0849,0.704,107.981,audio_features,196173,4,Tanu Weds Manu Returns (Original Motion Picture Soundtrack)
14359,Janam Janam___Pritam,Pritam,Janam Janam,237896,2021-06-26 10:24:00,0.301,0.581,11,-7.324,0,0.0422,0.602,0.0,0.0757,0.235,132.051,audio_features,237897,3,Dilwale (Original Motion Picture Soundtrack)
14360,Baarish by Atif Aslam___Atif Aslam,Atif Aslam,Baarish by Atif Aslam,336665,2021-06-26 10:29:00,0.316,0.813,0,-4.221,1,0.0547,0.706,0.0,0.17,0.386,86.995,audio_features,336666,4,Half Girlfriend
14361,Masakali___Mohit Chauhan,Mohit Chauhan,Masakali,288647,2021-06-26 10:34:00,0.678,0.622,5,-7.988,0,0.0695,0.138,2.32e-06,0.122,0.535,100.005,audio_features,288647,4,Delhi-6
14362,"Woh Din (From ""Chhichhore"")___Pritam",Pritam,"Woh Din (From ""Chhichhore"")",312820,2021-06-26 10:39:00,0.66,0.675,0,-7.764,1,0.0366,0.545,1.93e-05,0.145,0.632,81.498,audio_features,312820,4,"Woh Din (From ""Chhichhore"")"
14363,Main Hoon Hero Tera (Armaan Malik Version)___Armaan Malik,Armaan Malik,Main Hoon Hero Tera (Armaan Malik Version),140892,2021-06-26 10:53:00,0.602,0.622,7,-5.608,0,0.0293,0.103,0.0,0.138,0.226,110.018,audio_features,284201,4,Hero
14364,Kal Ho Naa Ho___Shankar-Ehsaan-Loy,Shankar-Ehsaan-Loy,Kal Ho Naa Ho,2182,2021-06-26 12:31:00,0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,audio_features,321240,4,Kal Ho Naa Ho (Original Motion Picture Soundtrack)
14365,When You Love Someone - Acoustic___James TW,James TW,When You Love Someone - Acoustic,1640,2021-06-26 12:31:00,0.712,0.298,7,-8.362,1,0.0404,0.779,0.0,0.115,0.566,125.017,audio_features,210107,4,Acoustic Favorites
14366,You're Not Missing Me___Chelsea Cutler,Chelsea Cutler,You're Not Missing Me,3197,2021-06-26 12:31:00,0.682,0.647,2,-6.36,1,0.0361,0.246,1.11e-05,0.0733,0.356,91.02,audio_features,213626,4,You're Not Missing Me
14367,Offo___Aditi Singh Sharma,Aditi Singh Sharma,Offo,2194,2021-06-26 12:31:00,0.799,0.609,3,-6.729,1,0.0448,0.0158,0.0,0.0642,0.758,130.031,audio_features,213942,4,2 States
14368,Woman Like Me (feat. Nicki Minaj)___Little Mix,Little Mix,Woman Like Me (feat. Nicki Minaj),1275,2021-06-26 12:31:00,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,audio_features,229720,4,LM5 (Deluxe)
14369,Let's Get It On___Marvin Gaye,Marvin Gaye,Let's Get It On,1805,2021-06-26 12:34:00,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7,audio_features,290933,4,Let's Get It On (Deluxe Edition)
14370,"Sit Still, Look Pretty___Daya",Daya,"Sit Still, Look Pretty",144996,2021-06-26 12:34:00,0.655,0.787,2,-3.031,1,0.264,0.122,3.11e-06,0.178,0.554,181.799,audio_features,202227,4,"Sit Still, Look Pretty"
14371,Wish I Knew You___The Revivalists,The Revivalists,Wish I Knew You,274093,2021-06-26 12:40:00,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,audio_features,274093,4,Men Amongst Mountains
14372,Cooler Than Me - Single Mix___Mike Posner,Mike Posner,Cooler Than Me - Single Mix,213293,2021-06-26 12:44:00,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,audio_features,213293,4,31 Minutes to Takeoff
14373,Fight Song___Rachel Platten,Rachel Platten,Fight Song,2414,2021-06-26 12:45:00,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,audio_features,204013,4,Wildfire
14374,New Light___John Mayer,John Mayer,New Light,101049,2021-06-26 12:45:00,0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,audio_features,217427,4,Sob Rock
14375,Winning as Truth___Trapdoor Social,Trapdoor Social,Winning as Truth,19307,2021-06-26 12:46:00,0.502,0.729,1,-6.189,1,0.0466,0.000387,0.00185,0.182,0.347,119.943,audio_features,189001,4,Trapdoor Social
14376,Rude___MAGIC!,MAGIC!,Rude,224840,2021-06-26 12:49:00,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,audio_features,224840,4,Don't Kill the Magic
14377,Sorry Not Sorry___Demi Lovato,Demi Lovato,Sorry Not Sorry,3981,2021-06-26 12:52:00,0.705,0.643,11,-6.929,0,0.232,0.0242,0.0,0.262,0.884,143.944,audio_features,203760,4,Saturday Jams
14378,Never Be the Same___Camila Cabello,Camila Cabello,Never Be the Same,2667,2021-06-26 12:52:00,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,audio_features,226973,4,Camila
14379,Run to You___Lea Michele,Lea Michele,Run to You,10493,2021-06-26 12:52:00,0.399,0.362,6,-8.37,1,0.0337,0.637,8.47e-06,0.0965,0.311,125.73,audio_features,217427,4,Places
14380,Back To You - From 13 Reasons Why – Season 2 Soundtrack___Selena Gomez,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,1989,2021-06-26 12:52:00,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,audio_features,207905,4,Back To You (From 13 Reasons Why – Season 2 Soundtrack)
14381,Spaceship (Bonus Track)___SHY Martin,SHY Martin,Spaceship (Bonus Track),3422,2021-06-26 12:52:00,0.714,0.298,2,-11.524,1,0.0468,0.694,0.0,0.121,0.141,127.006,audio_features,174629,4,Overthinking
14382,Suffocation Blues___Black Pistol Fire,Black Pistol Fire,Suffocation Blues,7582,2021-06-26 12:52:00,0.282,0.843,11,-6.002,0,0.114,0.000839,3.02e-05,0.0699,0.418,175.798,audio_features,161054,4,Black Pistol Fire
14383,Hold On (feat. Cheat Codes) - 2020 Edit___Moguai,Moguai,Hold On (feat. Cheat Codes) - 2020 Edit,8637,2021-06-26 12:53:00,0.622,0.802,9,-4.969,0,0.167,0.17,0.0,0.263,0.764,124.859,audio_features,144910,4,Hold On (feat. Cheat Codes) [2020 Edit]
14384,No Talk___Lowell,Lowell,No Talk,2688,2021-06-26 12:53:00,0.747,0.434,3,-8.058,0,0.0402,0.952,6.69e-06,0.0831,0.75,173.842,audio_features,149623,4,Lone Wolf
14385,River___Bishop Briggs,Bishop Briggs,River,1337,2021-06-26 12:53:00,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,audio_features,216133,4,Church Of Scars
14386,September Song - Guitar Acoustic___JP Cooper,JP Cooper,September Song - Guitar Acoustic,179037,2021-06-26 13:16:00,0.396,0.421,3,-7.9,1,0.0326,0.364,0.0,0.136,0.527,89.579,audio_features,212153,4,Slow Mornings
14387,Churalo Na Dil Mera___Kumar Sanu,Kumar Sanu,Churalo Na Dil Mera,4919,2021-06-26 16:32:00,0.445,0.36,8,-10.007,1,0.0522,0.533,0.000353,0.089,0.371,158.669,audio_features,372000,3,Kareeb (Original Motion Picture Soundtrack)
14388,Aao Naa___Sadhana Sargam,Sadhana Sargam,Aao Naa,1666,2021-06-26 16:59:00,0.607,0.455,4,-8.838,1,0.0288,0.45,2.21e-05,0.0788,0.419,94.037,audio_features,388000,4,Kyun! Ho Gaya Na (Original Motion Picture Soundtrack)
14389,100 words___Prateek Kuhad,Prateek Kuhad,100 words,210420,2021-06-27 02:19:00,0.518,0.44,3,-14.536,1,0.034,0.888,0.457,0.111,0.575,76.154,audio_features,210420,4,cold/mess
14390,She Can___Raghav Meattle,Raghav Meattle,She Can,174066,2021-06-27 02:22:00,0.715,0.713,4,-9.436,1,0.0452,0.398,6.32e-06,0.109,0.583,105.508,audio_features,174067,4,Songs From a Matchbox
14391,Butterflies___Nida,Nida,Butterflies,153472,2021-06-27 02:24:00,0.723,0.469,6,-8.995,1,0.0583,0.499,0.000163,0.117,0.54,143.789,audio_features,153472,4,Butterflies
14392,Ocean Tide___When Chai Met Toast,When Chai Met Toast,Ocean Tide,230479,2021-06-27 02:29:00,0.653,0.763,7,-6.697,1,0.0319,0.474,0.0051,0.172,0.433,95.996,audio_features,230479,4,Ocean Tide
14393,Sham___Amit Trivedi,Amit Trivedi,Sham,1653,2021-06-27 02:33:00,0.722,0.288,4,-10.767,1,0.0444,0.827,1.06e-05,0.12,0.502,119.899,audio_features,284627,4,Aisha (Original Motion Picture Soundtrack)
14394,Though I Know___Tajdar Junaid,Tajdar Junaid,Though I Know,160274,2021-06-27 02:33:00,0.632,0.371,5,-11.62,1,0.0269,0.575,0.0111,0.0785,0.445,81.996,audio_features,250125,4,What Colour Is Your Raindrop
14395,Dil Mere___The Local Train,The Local Train,Dil Mere,211290,2021-06-27 02:36:00,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,audio_features,211290,4,Aalas Ka Pedh
14396,Deathcab___Ditty,Ditty,Deathcab,111718,2021-06-27 03:03:00,0.621,0.227,7,-14.337,1,0.0259,0.678,0.00215,0.111,0.215,92.082,audio_features,218084,4,Poetry Ceylon
14397,Gazab Ka Hai Din___Alka Yagnik,Alka Yagnik,Gazab Ka Hai Din,94183,2021-06-27 10:25:00,0.526,0.278,7,-14.456,1,0.0392,0.873,0.000762,0.111,0.649,150.16,audio_features,266720,4,Qayamat Se Qayamat Tak
14398,Sunset With Friends___Early Garden,Early Garden,Sunset With Friends,68573,2021-06-27 15:28:00,0.633,0.125,1,-17.898,1,0.0457,0.724,0.934,0.0733,0.392,93.009,audio_features,185806,4,Sunset With Friends
14399,Halfway Home___Jav Cast,Jav Cast,Halfway Home,138656,2021-06-27 15:30:00,0.635,0.412,2,-17.466,0,0.0632,0.854,0.908,0.11,0.144,179.942,audio_features,138667,4,Halfway Home
14400,Slip 'n Slide___Anne Drew,Anne Drew,Slip 'n Slide,117168,2021-06-27 15:32:00,0.611,0.371,2,-9.444,0,0.0297,0.921,0.817,0.118,0.0594,86.029,audio_features,117209,4,Slip 'n Slide
14401,daily driver___mr.neab,mr.neab,daily driver,137667,2021-06-27 15:34:00,0.717,0.258,1,-12.4,0,0.243,0.935,0.947,0.104,0.462,169.962,audio_features,137647,4,daily driver
14402,Shining Lights___Maadrhino,Maadrhino,Shining Lights,133662,2021-06-27 15:37:00,0.799,0.288,9,-10.638,0,0.0673,0.412,0.804,0.114,0.37,79.994,audio_features,133875,4,Shining Lights
14403,Sunset With Friends___Early Garden,Early Garden,Sunset With Friends,185679,2021-06-27 15:40:00,0.633,0.125,1,-17.898,1,0.0457,0.724,0.934,0.0733,0.392,93.009,audio_features,185806,4,Sunset With Friends
14404,i'm okay___eaup,eaup,i'm okay,139910,2021-06-27 15:42:00,0.471,0.697,1,-8.4,1,0.0284,0.697,0.873,0.111,0.27,134.915,audio_features,140667,3,i'm okay
14405,undone___eaup,eaup,undone,124665,2021-06-27 15:44:00,0.489,0.366,5,-10.349,0,0.0316,0.366,0.0,0.129,0.358,129.144,audio_features,159936,4,Undone
14406,fairground___eaup,eaup,fairground,127449,2021-06-27 15:46:00,0.664,0.303,0,-10.678,1,0.0411,0.639,0.857,0.143,0.133,79.948,audio_features,127500,4,fairground
14407,your reflection in the water___Osaki,Osaki,your reflection in the water,149913,2021-06-27 15:49:00,0.771,0.121,0,-13.031,1,0.083,0.296,0.769,0.089,0.227,159.991,audio_features,150008,4,your reflection in the water
14408,motel___mr.neab,mr.neab,motel,136912,2021-06-27 15:51:00,0.739,0.439,10,-11.896,0,0.0933,0.0949,0.753,0.0996,0.654,144.961,audio_features,92839,4,Motel
14409,Milk Tooth___Maadrhino,Maadrhino,Milk Tooth,110917,2021-06-27 15:53:00,0.617,0.0843,11,-17.947,0,0.174,0.57,0.837,0.132,0.562,79.961,audio_features,111000,4,Care Package
14410,Noodle House___Vannorte,Vannorte,Noodle House,158421,2021-06-27 15:56:00,0.542,0.176,11,-19.43,0,0.0648,0.9,0.937,0.0935,0.147,132.595,audio_features,158592,4,Noodle House
14411,Cruisin'___Elior,Elior,Cruisin',119167,2021-06-27 15:58:00,0.545,0.175,11,-15.619,1,0.03,0.907,0.89,0.108,0.136,67.068,audio_features,119356,4,Lazy Sunday
14412,Metropolis___Project AER,Project AER,Metropolis,168926,2021-06-27 16:00:00,0.628,0.169,4,-13.069,0,0.0558,0.833,0.872,0.0982,0.337,80.007,audio_features,169008,4,Metropolis
14413,a vibration___coldbrew,coldbrew,a vibration,83170,2021-06-27 16:02:00,0.731,0.162,6,-15.641,0,0.142,0.946,0.955,0.1,0.134,74.905,audio_features,83200,4,a vibration
14414,Rainfall___Joe Nora,Joe Nora,Rainfall,109908,2021-06-27 16:04:00,0.543,0.342,11,-9.896,0,0.0665,0.57,0.86,0.184,0.531,175.796,audio_features,110481,4,Rainfall
14415,Pulcro___lov lofi,lov lofi,Pulcro,103656,2021-06-27 16:05:00,0.764,0.299,0,-13.186,0,0.856,0.817,0.908,0.126,0.543,73.948,audio_features,103784,4,Pulcro
14416,frames___mr.neab,mr.neab,frames,155154,2021-06-27 16:08:00,0.745,0.266,10,-10.36,1,0.0455,0.874,0.959,0.102,0.107,74.968,audio_features,155200,4,frames
14417,everything we had___Vikram Dhakal,Vikram Dhakal,everything we had,124920,2021-06-27 16:10:00,0.663,0.194,0,-13.325,1,0.0358,0.886,0.817,0.102,0.197,75.029,audio_features,124933,4,everything we had
14418,strawberries___tawnbei,tawnbei,strawberries,65938,2021-06-27 16:11:00,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,audio_features,201539,4,Strawberries & Cigarettes
14419,Mellow Mornings___Mr. Jello,Mr. Jello,Mellow Mornings,142190,2021-06-27 16:14:00,0.665,0.559,11,-7.483,0,0.0653,0.408,0.112,0.16,0.305,73.014,audio_features,142301,4,Mellow Mornings
14420,Brook___Maadrhino,Maadrhino,Brook,144674,2021-06-27 16:16:00,0.691,0.814,1,-3.788,0,0.117,0.0164,0.0,0.366,0.509,132.012,audio_features,145611,4,#BrooklynBloodPop!
14421,extra___freshgoodies,freshgoodies,extra,136925,2021-06-27 16:18:00,0.896,0.859,11,-4.232,0,0.21,0.154,0.000109,0.212,0.938,93.016,audio_features,201280,4,perreito sad :(
14422,Mystery of Mind___Yestalgia,Yestalgia,Mystery of Mind,173052,2021-06-27 16:21:00,0.617,0.487,9,-10.593,1,0.0388,0.519,0.834,0.143,0.0554,79.979,audio_features,174000,4,Mystery of Mind
14423,Samurai___VINCENT MOON,VINCENT MOON,Samurai,157678,2021-06-27 16:24:00,0.558,0.771,7,-6.366,1,0.247,0.487,3.72e-05,0.176,0.527,134.905,audio_features,213473,4,Samurai
14424,Calor___lov lofi,lov lofi,Calor,106697,2021-06-27 16:26:00,0.855,0.8,4,-3.929,0,0.102,0.0844,7.09e-05,0.0821,0.879,144.688,audio_features,217272,4,PIAUÍ
14425,Evening Magic___Summerfields,Summerfields,Evening Magic,185930,2021-06-27 16:29:00,0.726,0.298,0,-14.519,1,0.0451,0.686,0.811,0.677,0.439,80.023,audio_features,186000,4,Evening Magic
14426,nonetheless___London Fireplaces,London Fireplaces,nonetheless,134222,2021-06-27 16:31:00,0.57,0.716,2,-8.813,0,0.197,0.558,0.761,0.0925,0.12,150.07,audio_features,134400,4,nonetheless
14427,Floating___eaup,eaup,Floating,146739,2021-06-27 16:33:00,0.457,0.262,6,-12.785,0,0.0352,0.893,0.795,0.119,0.0908,79.767,audio_features,147000,4,Cozy Winter
14428,idyllic dreams___Kainbeats,Kainbeats,idyllic dreams,92698,2021-06-27 16:35:00,0.426,0.149,4,-15.214,0,0.0491,0.664,0.913,0.0799,0.309,74.243,audio_features,92800,4,idyllic dreams
14429,Summer Sunshine___HONÜ,HONÜ,Summer Sunshine,113928,2021-06-27 16:37:00,0.668,0.628,9,-11.32,0,0.0555,0.701,0.829,0.149,0.72,79.98,audio_features,114000,4,Summer Sunshine
14430,New Moon___Hz.,Hz.,New Moon,145183,2021-06-27 16:39:00,0.734,0.223,6,-13.86,1,0.0917,0.78,0.715,0.0994,0.153,80.98,audio_features,145185,4,New Moon
14431,Sugarless___DoublePercent,DoublePercent,Sugarless,153438,2021-06-27 16:42:00,0.689,0.569,0,-8.02,0,0.471,0.773,0.523,0.167,0.361,75.034,audio_features,153650,3,Sugarless
14432,Wherever I Go___London Fireplaces,London Fireplaces,Wherever I Go,142189,2021-06-27 16:44:00,0.759,0.299,8,-11.163,0,0.376,0.556,0.613,0.0847,0.173,86.034,audio_features,142326,4,Wherever I Go
14433,Moonlit Waves___Ol Wallace,Ol Wallace,Moonlit Waves,165186,2021-06-27 16:47:00,0.742,0.307,3,-11.056,1,0.136,0.713,0.866,0.104,0.608,89.996,audio_features,165333,4,Moonlit Waves
14434,lost in thoughts___Maadrhino,Maadrhino,lost in thoughts,154697,2021-06-27 16:50:00,0.718,0.221,2,-9.543,0,0.057,0.277,0.906,0.0964,0.387,76.053,audio_features,154737,4,lost in thoughts
14435,Eden___Saumit.,Saumit.,Eden,162962,2021-06-27 16:52:00,0.54,0.752,11,-5.212,1,0.0267,0.159,0.0,0.363,0.462,84.033,audio_features,271520,4,Eden
14436,Found___SunShun,SunShun,Found,133189,2021-06-27 16:54:00,0.548,0.48,10,-12.684,0,0.197,0.13,5.99e-05,0.143,0.139,107.171,audio_features,204312,5,$uave $eason
14437,reality___mr.neab,mr.neab,reality,121420,2021-06-27 16:57:00,0.714,0.697,1,-7.887,0,0.032,0.0197,2e-06,0.0697,0.602,122.145,audio_features,159480,4,Less Is More
14438,December___Magic Mondays,Magic Mondays,December,125183,2021-06-27 16:59:00,0.815,0.571,2,-7.878,0,0.248,0.255,0.0,0.13,0.489,143.884,audio_features,143333,4,December
14439,other___freshgoodies,freshgoodies,other,128690,2021-06-27 17:01:00,0.58,0.395,5,-11.446,1,0.0522,0.722,0.000605,0.107,0.302,169.899,audio_features,183529,4,Other World
14440,Youth___Colours in Context,Colours in Context,Youth,118426,2021-06-27 17:03:00,0.648,0.718,9,-7.762,0,0.0299,0.129,0.00163,0.112,0.786,96.017,audio_features,230693,4,Summer Vacation Hits
14441,bleak city kicks___mr.neab,mr.neab,bleak city kicks,95945,2021-06-27 17:04:00,0.726,0.243,2,-9.925,0,0.0711,0.467,0.935,0.0947,0.162,85.004,audio_features,96000,4,bleak city kicks
14442,mango mochi___Palpal,Palpal,mango mochi,104934,2021-06-27 17:06:00,0.793,0.141,6,-12.489,0,0.0484,0.938,0.956,0.0853,0.509,146.373,audio_features,105171,4,mango mochi
14443,Dreams and Schemes___David Tam,David Tam,Dreams and Schemes,123734,2021-06-28 05:28:00,0.666,0.549,11,-11.514,1,0.0486,0.792,0.872,0.1,0.457,158.084,audio_features,159494,4,Dreams and Schemes
14444,Better Than It All___Raghav Meattle,Raghav Meattle,Better Than It All,108760,2021-06-28 13:17:00,0.678,0.657,4,-7.853,1,0.0795,0.286,0.0,0.117,0.798,67.501,audio_features,181773,4,Songs From a Matchbox
14445,Blinding Lights___The Weeknd,The Weeknd,Blinding Lights,199901,2021-06-28 13:20:00,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,200040,4,After Hours
14446,Wakhra Swag___Navv Inder,Navv Inder,Wakhra Swag,189812,2021-06-28 16:03:00,0.795,0.641,7,-5.73,0,0.242,0.148,2e-06,0.0824,0.736,159.91,audio_features,190500,4,Wakhra Swag & Other Hits
14447,Such Keh Raha Hai___KK,KK,Such Keh Raha Hai,39286,2021-06-29 10:35:00,0.797,0.306,11,-14.176,0,0.0487,0.337,0.0,0.169,0.519,124.003,audio_features,328880,4,Rehnaa Hai Terre Dil Mein
14448,Bye Bye Bye___*NSYNC,*NSYNC,Bye Bye Bye,199940,2021-06-30 03:19:00,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,audio_features,200400,4,No Strings Attached
14449,This I Promise You___*NSYNC,*NSYNC,This I Promise You,112959,2021-06-30 03:59:00,0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,audio_features,284760,4,No Strings Attached
14450,Just Dance___Lady Gaga,Lady Gaga,Just Dance,241905,2021-06-30 04:03:00,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,audio_features,244055,4,2000's Mixtape
14451,This Love___Maroon 5,Maroon 5,This Love,206158,2021-06-30 04:06:00,0.712,0.868,5,-4.098,0,0.038,0.0606,0.0,0.0897,0.758,95.041,audio_features,205747,4,Shake and Dance
14452,When Love Takes Over (feat. Kelly Rowland)___David Guetta,David Guetta,When Love Takes Over (feat. Kelly Rowland),10005,2021-06-30 06:17:00,0.658,0.863,11,-4.64,1,0.0255,0.0144,0.000193,0.2,0.496,129.972,audio_features,189000,4,When Love Takes Over
14453,Hips Don't Lie (feat. Wyclef Jean)___Shakira,Shakira,Hips Don't Lie (feat. Wyclef Jean),217909,2021-06-30 06:20:00,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,218093,4,"Oral Fixation, Vol. 2 (Expanded Edition)"
14454,Rehab___Amy Winehouse,Amy Winehouse,Rehab,214919,2021-06-30 06:24:00,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,audio_features,214947,4,Back To Black (Deluxe Edition)
14455,I Gotta Feeling___Black Eyed Peas,Black Eyed Peas,I Gotta Feeling,2640,2021-06-30 06:28:00,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,audio_features,289493,4,Despierta y sonríe
14456,Rehab___Amy Winehouse,Amy Winehouse,Rehab,0,2021-06-30 06:28:00,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,audio_features,214947,4,Back To Black (Deluxe Edition)
14457,Rehab___Amy Winehouse,Amy Winehouse,Rehab,2901,2021-06-30 06:28:00,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,audio_features,214947,4,Back To Black (Deluxe Edition)
14458,You're Beautiful___James Blunt,James Blunt,You're Beautiful,658,2021-06-30 06:28:00,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,209493,4,Back to Bedlam
14459,You're Beautiful___James Blunt,James Blunt,You're Beautiful,5903,2021-06-30 06:28:00,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,209493,4,Back to Bedlam
14460,You're Beautiful___James Blunt,James Blunt,You're Beautiful,209401,2021-06-30 06:28:00,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,209493,4,Back to Bedlam
14461,Hips Don't Lie (feat. Wyclef Jean)___Shakira,Shakira,Hips Don't Lie (feat. Wyclef Jean),12166,2021-06-30 06:28:00,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,218093,4,"Oral Fixation, Vol. 2 (Expanded Edition)"
14462,I Gotta Feeling___Black Eyed Peas,Black Eyed Peas,I Gotta Feeling,288939,2021-06-30 06:33:00,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,audio_features,289493,4,Despierta y sonríe
14463,Just Dance___Lady Gaga,Lady Gaga,Just Dance,29432,2021-06-30 06:33:00,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,audio_features,244055,4,2000's Mixtape
14464,Pon de Replay___Rihanna,Rihanna,Pon de Replay,246960,2021-06-30 06:58:00,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,audio_features,246960,4,Music Of The Sun
14465,When Love Takes Over (feat. Kelly Rowland)___David Guetta,David Guetta,When Love Takes Over (feat. Kelly Rowland),0,2021-06-30 08:56:00,0.658,0.863,11,-4.64,1,0.0255,0.0144,0.000193,0.2,0.496,129.972,audio_features,189000,4,When Love Takes Over
